date,Trust_Score,Stringency_z,Newcase_z,Death_z,Stringency_lag,Trust_lag,Cases_lag,Death_lag,Policy_change,Gap_signed,Gap_abs
2020-10-17,-0.1709546007732492,0.12372847159922135,-0.3224413040847021,-0.33710857644958203,0.47433707026991156,-0.2934020956758671,-0.5242671672455608,-0.3636543019276181,-0.3506085986706902,0.29468307237247054,0.29468307237247054
2020-10-18,-0.3659635741366777,0.12372847159922135,-0.3143574089086752,-0.30525366902037654,0.47433707026991156,-0.1709546007732492,-0.49813639090023093,-0.33710857644958203,-0.3506085986706902,0.48969204573589903,0.48969204573589903
2020-10-19,-0.8277184370691085,0.4475018031503575,-0.3054259365795338,-0.2671242863950943,0.47433707026991156,-0.3659635741366777,-0.47871822869628183,-0.30525366902037654,-0.026835267119554085,1.2752202402194661,1.2752202402194661
2020-10-28,-0.0211953969704192,0.9877073977744157,-0.1722133911335105,0.059147133856219405,0.3664126264195323,-0.8277184370691085,-0.45900819130466936,-0.2671242863950943,0.6212947713548834,1.008902794744835,1.008902794744835
2020-10-29,-0.2682018196800776,0.9877073977744157,-0.1772588230563339,0.0953458839222343,0.3664126264195323,-0.0211953969704192,-0.33601047604372214,0.059147133856219405,0.6212947713548834,1.2559092174544935,1.2559092174544935
2020-10-30,-0.4566654222126908,0.9877073977744157,-0.18450714274578503,0.11899575270027479,0.3664126264195323,-0.2682018196800776,-0.3285502286750283,0.0953458839222343,0.6212947713548834,1.4443728199871066,1.4443728199871066
2020-10-31,0.0456832748236899,0.9877073977744157,-0.18395140261923199,0.1566424887031035,0.3664126264195323,-0.4566654222126908,-0.3231649530594892,0.11899575270027479,0.6212947713548834,0.9420241229507258,0.9420241229507258
2020-11-01,-0.5732820840247078,0.9877073977744157,-0.17916987379640015,0.217939001345067,0.3664126264195323,0.0456832748236899,-0.3224413040847021,0.1566424887031035,0.6212947713548834,1.5609894817991234,1.5609894817991234
2020-11-02,-0.0485071058706314,0.9877073977744157,-0.1782143198055407,0.27633963425230856,0.3664126264195323,-0.5732820840247078,-0.3143574089086752,0.217939001345067,0.6212947713548834,1.0362145036450472,1.0362145036450472
2020-11-03,-0.0485071058706314,0.9877073977744157,-0.17791448802813717,0.3265352976125644,0.3664126264195323,-0.0485071058706314,-0.3054259365795338,0.27633963425230856,0.6212947713548834,1.0362145036450472,1.0362145036450472
2020-11-11,-0.093269751412862,0.3932478935390864,-0.1219188333582607,0.6363965944920953,0.3664126264195323,-0.0485071058706314,-0.1722133911335105,0.3265352976125644,0.026835267119554085,0.4865176449519484,0.4865176449519484
2020-11-12,-0.3071989965099648,0.3932478935390864,-0.1145385716590893,0.6523241864150565,0.3664126264195323,-0.093269751412862,-0.1772588230563339,0.6363965944920953,0.026835267119554085,0.7004468900490513,0.7004468900490513
2020-11-13,-0.3824548192414074,0.3932478935390864,-0.09962610983364556,0.6856269646074438,0.4475018031503575,-0.3071989965099648,-0.18450714274578503,0.6523241864150565,-0.05425390961127108,0.7757027127804939,0.7757027127804939
2020-11-14,-0.8648237385547501,0.3932478935390864,-0.09657566399445441,0.706380884546583,0.4475018031503575,-0.3824548192414074,-0.18395140261923199,0.6856269646074438,-0.05425390961127108,1.2580716320938365,1.2580716320938365
2020-11-15,-0.6607445803837205,0.3932478935390864,-0.09366114800012923,0.7223083843306387,0.4475018031503575,-0.8648237385547501,-0.17916987379640015,0.706380884546583,-0.05425390961127108,1.0539924739228068,1.0539924739228068
2020-11-16,0.1614028853909991,0.3932478935390864,-0.09583201860228678,0.7425796806820506,0.4475018031503575,-0.6607445803837205,-0.1782143198055407,0.7223083843306387,-0.05425390961127108,0.2318450081480873,0.2318450081480873
2020-12-16,-0.0756841084384134,0.8797829539240374,-0.12544104581933677,0.8873746809461099,0.4475018031503575,0.1614028853909991,-0.17791448802813717,0.7425796806820506,0.4322811507736799,0.9554670623624508,0.9554670623624508
2020-12-17,-0.245549051690936,0.8797829539240374,-0.07221600162862848,0.9037848503873458,0.4475018031503575,-0.0756841084384134,-0.1219188333582607,0.8873746809461099,0.4322811507736799,1.1253320056149734,1.1253320056149734
2020-12-18,-0.0485071058706314,0.8797829539240374,-0.01817129513082473,0.9211601748651302,0.4475018031503575,-0.245549051690936,-0.1145385716590893,0.9037848503873458,0.4322811507736799,0.9282900597946688,0.9282900597946688
2020-12-19,-0.3310782479535957,1.0956318416247943,0.027889345633447558,0.9554284075455096,0.5554262470007367,-0.0485071058706314,-0.09962610983364556,0.9211601748651302,0.5402055946240576,1.42671008957839,1.42671008957839
2020-12-20,-0.4858195876656951,1.0956318416247943,0.07598103472262073,1.0012801130953242,0.5554262470007367,-0.3310782479535957,-0.09657566399445441,0.9554284075455096,0.5402055946240576,1.5814514292904893,1.5814514292904893
2020-12-21,-0.6967585494727258,1.0956318416247943,0.0999728622275083,1.030239163824534,0.5554262470007367,-0.4858195876656951,-0.09366114800012923,1.0012801130953242,0.5402055946240576,1.79239039109752,1.79239039109752
2020-12-22,-0.3983570913066824,1.0956318416247943,0.14315100416192558,1.0640246116741015,0.5554262470007367,-0.6967585494727258,-0.09583201860228678,1.030239163824534,0.5402055946240576,1.4939889329314768,1.4939889329314768
2020-12-30,-0.1286891502574733,1.2578101950864446,0.29406263049479586,1.5037187713827225,0.5554262470007367,-0.3983570913066824,-0.12544104581933677,1.0640246116741015,0.7023839480857079,1.386499345343918,1.386499345343918
2020-12-31,0.1782475143194016,1.2578101950864446,0.4404485027901272,1.5442615022939052,0.5554262470007367,-0.1286891502574733,-0.07221600162862848,1.5037187713827225,0.7023839480857079,1.079562680767043,1.079562680767043
2021-01-01,-1.2729820548968098,1.2578101950864446,0.5572894012778998,1.6074886014256835,0.5554262470007367,0.1782475143194016,-0.01817129513082473,1.5442615022939052,0.7023839480857079,2.5307922499832545,2.5307922499832545
2021-01-02,-0.0485071058706314,1.2578101950864446,0.6434657555514106,1.7069145427623822,0.5554262470007367,-1.2729820548968098,0.027889345633447558,1.6074886014256835,0.7023839480857079,1.306317300957076,1.306317300957076
2021-01-03,-0.3824548192414073,1.2578101950864446,0.7156812523162936,1.7802773822087716,0.12372847159922135,-0.0485071058706314,0.07598103472262073,1.7069145427623822,1.1340817234872234,1.6402650143278519,1.6402650143278519
2021-01-04,-0.43811277146987,1.2578101950864446,0.7978157734850967,1.8483309475650864,0.12372847159922135,-0.3824548192414073,0.0999728622275083,1.7802773822087716,1.1340817234872234,1.6959229665563147,1.6959229665563147
2021-01-05,-0.0485071058706314,1.743761880099231,0.8290598894340299,1.8912867964149056,0.12372847159922135,-0.43811277146987,0.14315100416192558,1.8483309475650864,1.6200334085000097,1.7922689859698624,1.7922689859698624
2021-01-13,-0.0417170414582866,1.743761880099231,0.6548999665051339,2.922709976676097,0.12372847159922135,-0.0485071058706314,0.29406263049479586,1.8912867964149056,1.6200334085000097,1.7854789215575175,1.7854789215575175
